峡山飞来寺（明·释慧显）　　七言绝句　押灰韵	风捲松关长绿苔，无人到此是天台。九霄明月峰峦上，猿暮环归洞口哀①。
半云亭（明·释慧显）　　七言绝句　押先韵	寂寞山中久悟禅，无声花雨湿经筵。忽闻松鹤云间唳，天满蟾光午夜圆①。
