淩风楼怀古（明·张珆）　　七言绝句　押虞韵	箕尾精灵果在无，山河依旧片城孤。也应风雨厓门泪，哭到今朝血亦枯①。
秋夜偶述（明·张珆）	花榭窜苍鼯，藓壁啼哀蛬。月气一庭深，秋声万林动。坐久影俱寒，凄然毛骨竦。
