渔父词（明·文彭）	又夜深结网一灯红，吹笛邻舟搅睡浓。云夜月，雨晴风，都在渔家烂醉中。
笠泽渔父词四首（明·文彭）	无利无名一老翁，笔床茶灶任西东。陆鲁望，米南宫，除却先生便是侬。
