西巡曲（明·顿锐）　　七言绝句　押先韵	飞轮击水日三千，咫尺长安在日边。试向茂陵高处望，未央前殿立铜仙。
铜雀妓（明·顿锐）　　押真韵	西陵芳草合，松柏半为薪。宫殿飞铜雀，下饮漳河滨。檀烟冷余烬，垞帐网流尘。白头歌舞妓，来教晋宫人。
