锦石撑空（明·谢维申）　　七言绝句　押先韵	崚嶒柱石耸云巅，撑住东南半壁天。锦障化为虹气去，年年春裹百花鲜。
西湾渔唱（明·谢维申）　　七言绝句　押尤韵	晚风潭水静悠悠，渔艇閒横对白鸥。醉把沧浪歌一曲，满江明月渚云浮①。
