江上怀钓隐翁（明·李汛）　　七言绝句　押麻韵	向夕蝉鸣疏柳斜，烟光鸥外淡江沙。潮来月上无人钓，落尽西风白藕花。
柳枝词（明·李汛）	不唱春风杨柳词，繁华过眼已多时。于今杨柳非前比，无此繁华无此悲。
