代人寄远（明·郑若庸）　　七言绝句　押支韵	病骨经秋强自持，寒条飞叶费相思。可怜陌上垂杨树，不似君来系马时。
赠郑十二草书（明·郑若庸）	郑虔一吸三斗酒，雪毫洒墨鬼运肘。惊猿斗虺出深薮，忽上微绡争欲走。谁向高台歌大风，吹折万木千山中。睢水围开兵甲乱，海波起立飞蛟龙。怒欲相攻喜若舞，虫迹蜗涎遍环堵。美人凝妆花满镜，侠客探丸电交吐。五行十行笔不停，百丈峭壁悬枯藤。长林萧萧日将暮，落叶已去蛛丝萦。公孙剑术如转烛，张颠墓草几回绿。就中三昧子自解，优孟未亡犹楚叔。酒酣掷笔气夺虹，云梦八九吞胸中。如何化作龙蛇阵，一扫胡尘万里空。
