秀野轩图（明·瞿庄）　　七言绝句　押灰韵	高士闲门日日开，远山如发水如苔。几时蜕却尘中鞅，布袜青鞋屡往来。
题慧麓秋晴图（明·瞿庄）　　七言绝句　押先韵	清游尝饮惠山泉，客里披图思惘然。尚忆信安祠外柳，萧条犹带汴堤烟。
