黄岭（明·夏侯泰）　　五言绝句　押庚韵	黄岭高朝拥，三峰玉削成。也知清淑气，毓秀在贤英。
凤凰台（明·夏侯泰）　　七言绝句　押灰韵	数百年间彩凤来，只今山下有荒台。梧桐叶落苍筠老，春雨年年长绿苔①。
