苏台怀古（明·钱复亨）　　七言绝句　押东韵	阖闾杨柳几春风，山远台高望眼空。麋鹿不来人亦去，鹧鸪啼处是吴宫。
寄陆致中（明·钱复亨）　　七言绝句　押东韵	长忆离亭数断鸿，碧山千里暮云红。欲知别后愁多少，都在寒江暮雨中。
