悼长孺集句四首（明·丘刘）　　七言绝句　押阳韵	江流曲似九回肠，愁思非春亦自伤。明月不知人世变，夜来依旧下西厢。
追怀亡兄金吾延伯歌姬散尽有感集句（明·丘刘）　　七言绝句　押灰韵	残花怅望近人开，南国佳人去不回。回首可怜歌舞地，年年春色为谁来。
