书台瀑布（明·王新）　　七言绝句　押尤韵	节使书台山上头，读书人去几千秋。惟留滚滚词源在，散作玉虹天际流。
牛山异竹（明·王新）　　七言绝句　押青韵	竹产名山性自灵，风稍扫地不时停。伶伦若得裁成管，律吕清音叶帝庭①。
