五言（明·素带）　　五言绝句　押叶韵	妾作五言诗，试写梧桐叶。因风寄赠郎，期与郎相接。
四言（明·素带）　　押屑韵	郎明日别，妾心惙惙。愿作郎车，与郎共歇。
