题红叶仕女（明·谈震）　　七言绝句	初试宫妆步玉除，诗成把笔更踌蹰。旧愁新恨知多少，尽向霜红叶上书。
和吴太守登灵岩韵（明·谈震）　　七言绝句　押麻韵	骑马看山度水涯，枫林红叶醉霜华。欲穷西子曾游处，踏遍苍苔一径斜。
