山房睡起（明·苏大）　　七言绝句　押麻韵	砌草茸茸石径斜，竹篱茅舍带江沙。昼长睡起多情思，看遍林阴商陆花。
感讽（明·苏大）	兵刃何最贵？七首同干将。所铸皆匪凡，用有祥不祥。荆柯信国士，未抵专诸勇。阖庐因成功，燕国几亡种。所托若匪雄，不如投闲余。免令将军头，不及筵中鱼。
