挽叶昭齐甥女二首（明·沈媛）　　七言绝句　押东韵	柳絮因风淡远空，海棠照月雾香蒙。莫愁强字卢家妇，闭影梨花芳雪中。
挽叶琼章甥女二首（明·沈媛）　　七言绝句　押阳韵	仿佛琼姿照笔床，寒归空阁燕归梁。最怜琴绝流波引，句里梅花度暗香。
