王元章作墨梅并题长句书其后（明·陆完）　　七言绝句　押东韵	月落参横兴已空，鉴湖清浅夜推篷。消磨不尽惟豪气，犹在疏花淡墨中。
武城道中夜闻作吴语而歌者仿佛竹枝遗响因为二章（明·陆完）	数间茅屋隐平沙，隔岸微闻唤酒家。若道消愁全仗酒，也停双橹倩人赊。
