觉华烟雨（明·黄裳）　　七言绝句　押灰韵	丛林幽寂枕江隈，烟雨濛濛昼不开。过客不知兰若处，但闻钟磬数声来①。
市桥春涨（明·黄裳）　　七言绝句　押元韵	送春骤雨若倾盆，霁晓漫漫潦涨翻。自愧未穷观水术，石阑徙倚到黄昏①。
