南歌子（明·周积贤）	玉篆沉凫永，金铺小凤斜。杜娘无力绣春纱，闲倚绿萍池畔，数杨花。
望江南（明·周积贤）	遥想忆，残泪湿轻纱。斜倚画楼帘半卷，东风微雨落杨花。肠断七香车。
