送萧邑博迁琼州教授（明·邓信）　　七言绝句　押虞韵	散袖秋风老一株，美人南去有诗无。六年相问不相见，梦隔城西晓月孤。
过陶外翰题其壁（明·邓信）　　七言绝句　押庚韵	陶潜今亦圣之清，五柳柴扉近市城。秋思满天人欲醉，碧云屏裹一箫声①。
