湖田（录二）（明·邵圭洁）　　七言绝句　押元韵	竹桥茅屋自成村，妻子欢呼共瓦盆。渡口流花引舟入，此中亦自有桃源。
谒金门（明·邵圭洁）	江草碧，又见一年寒食。风雨落花春可惜，卷帘人独立。十里青山咫尺，两岸绿杨如织。酌酒赋诗俱未得，浪将光景掷。
