燕山陈生为吾写真口占赠之（明·罗槐）　　七言绝句　押麻韵	英溪林隐老烟霞，意态凭君认不差。貌我清癯如野鹤，一筇支石倚梅花①。
麻地岭拜三代祖墓（明·罗槐）	晓登麻地岭，露发松楸气。三代安祖茔，屡入吾梦寐。岂必清明来，展拜享堂内。纸钱飞上天，酹酒香归地。苔翳王公碑，不敢侵其字①。定有精灵归，气脉通苗裔。下山馀白云，护我先灵在。
