题倪云林画（明·俞贞木）　　七言绝句　押微韵	栖神山下玄元馆，华表巍然鹤未归。寂寂小亭人不见，夕阳云影共依依。
题赵仲穆画马（明·俞贞木）　　七言绝句	房星方堕墨池中，飞出蒲梢八尺龙。想像开元张太仆，朝回骑过午门东。
