题美人春睡图（明·张筹）　　七言绝句　押灰韵	春睡才醒粉褪腮，香尘不动下阶来。画阑曾倚东风笑，向晚樱桃一半开。
琴剑歌送龙子高提学之闽（明·张筹）	君不见王郎赠君龙泉之剑可三尺，彩缑消磨土花蚀。又不见桂子赠君神凤之琴无一弦，锦囊零落珠丝县。千年旧物连城璧，持至京都人未识。黄尘压埃冰塞川，几何不坠同瓦砾。龙君张其弦，淬其锷，凤忽有声龙露角。都人聚看走相传，齐瑟吴钩俱寂莫。昔君韬光谁见知，亦如琴剑尘土时。文章焕烂云锦机，脱颖不啻囊中锥。得官归来东海涯，二物无恙还相随。相随又下闽南路，我作长歌送君去。日暮三山不见云，文星一点天低处。五月初来花满城，榕阴驻马听啼莺。荔枝新劈江家绿，翠杓银罂莫暂停。白日易西匿，江水无回波。请君载舞王郎之剑，弹桂子之琴，歌我之歌。故人之情不我极，千里相思奈尔何。
