暮春入栖霞山寻张文寺（明·纪青）　　七言绝句　押鱼韵	山气阴阴出荷锄，才分瓜子又挑蔬。倦来芍药花前卧，带雨鸣鸠过草庐。
山中冬日偶题（明·纪青）　　七言绝句	镇日无人闭竹扉，阶前寒翠上人衣。开门修竹青如束，黄叶风前叫子规。
