舟次灌阳诗（明·张纲）　　五言绝句　押先韵	裁笺云织锦，贮墨笔含烟。两眼天花落，九重雨露鲜①。
舟抵临清诗（明·张纲）　　七言绝句　押职韵	母在天南子在北，屈在天边归不得。江头游子睡不安，相思两地空叹息。
