徐氏席上闻歌有感二首（明·蔡庸）　　七言绝句　押支韵	休遣双鬟唱《竹枝》，听来浑不是当时。自从梦隔巫山雨，嬴得秋风宋玉悲。
挽宪上人（六韵）（明·蔡庸）　　五言排律　押青韵	旧禅栖古越，旅榇隔新亭。社散莲犹白，吟余草自青。鸟鳷行道路，蛙产灌畦瓶。雨湿眠来石，风翻读半经。补衣荷片片，照佛火星星。听绝晨参磬，寥寥人杳冥。
