答陈白沙先生（明·袁金蟾）　　五言绝句　押先韵	独坐桂花边，清香杳杳燃。夜深山寂寂，明月满西川。
广西宝林寺（明·袁金蟾）　　七言绝句	宝林之水似曹溪，今日传来转到西。自古一花开五叶，到头结果要人为①。
