悼甥女叶昭齐二首（明·沈倩君）　　七言绝句　押先韵	云静烟飞降蕊渊，幽兰比格锦为篇。伤心赚梦梨花月，闲锁春风听杜鹃。
悼甥女叶琼章二首（明·沈倩君）　　七言绝句　押支韵	不见妆台伫玉姿，春风何必到花枝。绣笼鹦鹉嗈嗈语，犹是儿家旧教诗。
