即席留题（一）（明·翟彦荣）　　七言绝句　押沃韵	惠水波湄千点绿，惠山雪拥数重玉。长亭对酒问行程，一榻青云系马足。
挂冠归里有赋（明·翟彦荣）　　七言绝句	既把奇才结主知，归来解却侍朝衣。门前多种垂杨柳，留待春风系马时①。
