题江头渔聚（明·罗懋义）　　五言绝句　押东韵	附渚依汀者，丝纶掌握中。共悲名利客，故醉武陵中。
题洲渚流芳（明·罗懋义）　　五言绝句　押纸韵	江水清且漪，纪功者谁子。便欲买扁舟，垂钓绥江涘①。
