忆昔行 其二（明·苏兴裔）　　七言绝句　押屑韵	松柏樛枝兔丝缀，女萝引蔓犹萦结。三春愁杀有情痴，杜宇啼红疑恨血①。
忆昔行 其一（明·苏兴裔）	忆昔花丛绝世人，含情宜笑复宜颦。容华艳艳谁相比，拚却巫阳一片云。若兰才调韩娥色，锦字回文心线织。檀槽玉柱按梁州，缠头容易堆狼籍。邀欢上客郁金堂，拂弦时误顾周郎。祇道朱颜耀朝日，宁知鶗鴂妒年芳。年芳一去如飘忽，漠漠绮尘封锦瑟。翠被馀香俨尚留，彤管新诗从此毕。鸣佩珊珊迟艳魂，惆怅难逢李少君。东海仙楼扃玉户，北邙明月照孤坟。
