玉山中即景（明·陈聚）　　七言绝句　押麻韵	杨柳丝丝一径斜，碧溪循绕野人家。东风二月春如海，开遍一山桃杏花。
戏蕳草堂主人（明·陈聚）　　七言绝句　押阳韵	嘉树萧森六月凉，上有凌霄百尺长。秋风莫剪青青叶，留取清阴覆草堂。
