石其人（明·冯椿）　　七言绝句　押删韵	才名惊世在名山，山在其人方寸间。不是其人身不出，白云深闭九重关。
田妇（明·冯椿）　　七言绝句　押文韵	谁家少妇着青裙，低笠随夫笑语耘。多少深宫閒白昼，烟花涂抹几如君①。
