棠梨双白头（明·赵不易）　　七言绝句　押麻韵	万骑西行日已斜，咸阳宫阙锁烟霞。梨园弟子知何处，啼鸟凄凉怨落花。
杨柳双禽（明·赵不易）　　七言绝句　押齐韵	千树垂杨绕汴堤，锦帆去后草萋萋。迷楼红粉俱尘土，野鸟逢春空自啼①。
