赠五子石如愚上人（明·黄琮）　　七言绝句　押虞韵	识得如愚不是愚，嗒然吾乃见真吾。怪来一脉曹溪水，五子峰头明月孤①。
灵云洞（明·黄琮）　　七言绝句　押侵韵	曲溪古洞白云深，控鹤仙人昔此临。丹灶九还何处觅，幔亭凉月度清吟①。
