秋海棠（明·俞琬纶）　　七言绝句　押阳韵	春色先阴到海棠，独留此种占秋芳。稀疏点缀猩红小，堪佐黄花荐客觞。
桂枝香 古镜（明·俞琬纶）	张郎一去，君且代郎看，双蛾解理。赠别踌躇，不忍把君分碎。问容颜、君独知憔悴。受多磨，与君无异。广寒三五，嫦娥愁向，却元自己。晴空里，似丹青点缀。个中小小，洞天深处。背地沉迷，形影都无据。怜君自为分明累，贮尽了、汉宫人泪。架罢妆残，瞥然收却，远山横翠。
