雨后江望（明·尹纫荣）　　五言绝句　押庚韵	雨后水更明，秋风渐渐声。寒天白露满，江上晓烟横。
野望（明·尹纫荣）　　五言绝句　押庚韵	野望无山色，长天一抹清。陌树齐如画，其下有人行。
