美人寄书（明·陆文组）　　七言绝句　押萧韵	秋梦无凭客路遥，尺书封寄恨迢迢。吴绫不及桃花纸，颜色都从别后消。
子夜歌（明·陆文组）　　押寝韵	染蘖作侬衾，持冰置侬枕。城乌夜夜啼，苦寒不成寝。
