舟行有感（明·张彦修）　　七言绝句　押麻韵	击棹东行恨转赊，江流徒自促年华。因思戎马征随急，减却沧州几钓槎。
怀旧（明·张彦修）　　七言绝句　押虞韵	百年天地德何孤，洗却尘心半点无。几上仲宣楼外望，落霞飞处坠金乌①。
