静坐（明·邢慈静）　　七言绝句　押微韵	荆钗裙布念重违，却扫焚香自掩扉。莫向吹箫羡嬴女，多年已办五铢衣。
读三国志（明·邢慈静）　　七言绝句　押元韵	抱膝长吟道自尊，一时鱼水感深恩。当年若稳陇中卧，不到秋风五丈原。
