牧牛（明·王锡爵）　　七言绝句　押庚韵	垄上归来跨牸行，扬鞭遥指暮云生。明朝共把春犁去，闻道君王欲省耕。
南歌子 游仙词（明·王锡爵）	月色依微照，云光浅淡流。卷帘同上最高楼，试看海天万里、好清秋。酌酒金螺小，调笙玉指柔。更深鹤背冷飕飕，劝我今朝且住、莫归休。
