船上歌诗（明·吴师禹）　　七言绝句　押微韵	郎提密网截江围，妾把长杆守钓矶。满载舫鱼都换酒，轻烟细雨又空归。
笺上题诗（明·吴师禹）　　七言绝句　押支韵	世路无媒君莫悲，开阑看取牡丹枝。姚黄魏紫俱零落，能得春风有几时。
