团扇仕女（明·姚纶）　　七言绝句　押歌韵	浓黛消香淡两蛾，花阴试步学凌波。专房自倚倾城色，不怕凉风到扇罗。
水月舫二首（明·姚纶）　　七言绝句　押阳韵	新绿溶溶涨暖香，春来无处不风光。移舟夜向湖边泊，分得花阴月半床。
