题孟襄阳画像（明·魏冲）　　七言绝句　押支韵	只叹襄阳不遇时，襄阳初不要人知。不然岂少投机句，偏诵南山北阙诗。
从邓尉灵岩天池诸山归治平（明·魏冲）　　押御韵	落叶千峰黑，篮舆问何处。犬吠知有村，石蹲疑虎踞。童子数相失，前后遥相语。望望渔火生，还归石湖去。
