登凤台（明·何潜渊）　　七言绝句　押庚韵	凤凰台上踏新晴，叶落萧萧秋气清。惆怅紫霞仙远去，天风犹似步虚声。
海月岩（明·何潜渊）　　七言绝句　押庚韵	万里无风浪似平，古岩先映月华明。客舟不有波涛险，乐向中流自在行①。
