题画（明·梁时）　　七言绝句　押删韵	炊烟生处是柴关，只隔前溪半里山。偶展《汉书》随意读，不教牛角挂空还。
秀野轩诗（明·梁时）　　押养韵	素秉丘壑姿，劳生滞予往。览兹惬幽情，遽尔成真赏。林霏蔼孤墅，春物组膏壤。稍行樵径远，忽展耕畴广。所以山水情，遂结云霞想。挂冠苟有期，终焉税尘鞅。
