梦游仙词（明·周思得）　　七言绝句　押庚韵	云树苍茫月正明，座中还遇董双成。玉箫吹罢桃花落，犹记《霓裳》谱上声。
初晴（明·周思得）　　七言绝句　押阳韵	天街十二正春阳，小草离离雨后香。吹彻瑶笙人更寂，桃花洞里日初长。
