宫词（明·陆昂）　　七言绝句　押微韵	自卷珠帘放燕归，六宫春尽乱红飞。从来艳色多倾国，愿得君王宠幸稀。
梅花（明·陆昂）　　七言绝句　押支韵	春到南枝与北枝，花开的皪照寒漪。何人似解相怜意，不把东风玉笛吹。
