和《以司空大师不肯赋诗以诗挑之》诗二首（辽·沙门郎思孝）　　七言绝句　押侵韵	为愧荒疏不敢吟，不吟恐忤帝王心。本吟出世不吟意，以此来批见过深。
天安节题松鹤图（辽·沙门郎思孝）　　七言绝句　押东韵	千载鹤栖万岁松，霜翎一点碧枝中。四时有变此无变，愿与吾皇圣寿同。
