下第（金·张仲宣）　　七言绝句　押东韵	主司头恼旧冬烘，更著书郎骨相穷。晓赋得官何足道，直须遮马困吴融。
戏题石鹿蜂猴画卷（金·张仲宣）　　七言绝句　押真韵	横槊将军马足尘，判花学士笔头春。功名果属丹青手，造物如何戏得人。
