嗅梅图（金·李仲略）　　七言绝句　押元韵	胧胧霁色冷黄昏，缺月疏篱水外村。人在天涯花在手，一枝香雪寄销魂。
莲塘陪诸公赋（金·李仲略）　　七言绝句　押尤韵	潦倒何堪接俊游，神仙空羡李膺舟。官曹只在空湖畔，簿领如山屋打头①。
