红梅（金·赵达夫）　　七言绝句　押真韵	西湖句好已成尘，蜡点都能几许春。乞与琼儿薄梳洗，才情留待月中人。
柳（金·赵达夫）　　七言绝句　押尤韵	杨柳搀春不耐秋，十分憔悴尽风流。水边沙际风烟冷，收拾残阳合暮愁。
