清水寒食感怀（金·李献可）　　七言绝句　押侵韵	桃花零乱柳成阴，人到春深思更深。芳草戍楼天不尽，异乡寒食故乡心。
召还过故关山（金·李献可）　　七言绝句　押庚韵	过关天日正晴明，谁道山神不世情。远客得归心绪别，陇泷閒作断肠声。
