超化（金·史士举）　　七言绝句　押微韵	石根寒溜迸珠玑，寻丈惊看雪浪飞。我是玉川烟水客，暂来盘礴亦忘归。
晋祠（金·史士举）　　七言绝句　押侵韵	小桥流水竹萧森，竹里人家一径深。只欠东风小篱落，梅花疏淡月笼阴。
