雅集图（金·刘祖谦）　　七言绝句　押虞韵	翠雀翩翩野鹤孤，玉京人物会仙图。后来且莫轻题品，席上挥毫有大苏。
崆峒山图为横溪翁赋二首（金·刘祖谦）　　七言绝句　押齐韵	好奇仍有客相㩦，绝顶披云快一跻。三十六峰青似染，五年拄笏羡横溪。
