赵子昂画谢幼舆丘壑图（元·姚式）　　七言绝句	黄尘污人廊庙具，萧散风流谁比数。清言善画浪相传，遗恨千年机上女。
题水村图（元·姚式）　　七言绝句　押真韵	问君何许水边村，亦有扁舟乘兴人。无限好山茆屋外，他年倘许我为邻？
