忆江南（元·殷恕）	秋光好，选胜足遨游。桂子风高香密密，梧桐月下影悠悠。玉露满松揪。
忆江南 秋怀（元·殷恕）	秋光好，爽气动幽情。红蓼白蘋江岸阔，淡烟疏柳月华清。西风落叶轻。
