绝句二首（元末明初·王立中）　　七言绝句　押盐韵	梅粉凝娇不肯添，万云笼暝压重檐。江南可是春寒甚，十日东风不捲帘。
竹枝词（元末明初·王立中）	孤山梅花开雪中，恰似阿侬冰雪容。不学画桥南畔柳，春来容易嫁东风。
