题贞期为杨竹西草亭图卷（元·杨谦）　　七言绝句　押东韵	翠玉萧萧在屋东，主人号作竹西翁。品题莫说扬州梦，好写閒云入卷中。
不碍云山楼歌（元·杨谦）	海之云兮油油，雨我田兮有秋。海之山兮离离，障我流兮东之。云之动兮跹跹，吾与云动兮动而不迁。山之静兮层层，吾与山静兮静而不停。
