题陈渭叟紫云编（元·叶森）　　七言绝句　押文韵	一度诗来一见君，只应芳杜袭兰薰。有时写到游仙句，绕笔秋香生紫云。
蝶恋花 西湖感旧（元·叶森）	小院闲春愁几许。目断行云，醉忆曾游处。寂寞而今芳草路。年年绿遍清明雨。花影重帘斜日暮。酒冷香温，幽恨无人顾。一阵东风吹柳絮。又随燕子西泠去。
