招魂词（元·谢翱）　　押职韵	魂来兮何极，魂去兮江水黑。化为朱鸟兮，其咮焉食①！
怀邓牧心（元·谢翱）　　押微韵	谢豹花开桑叶齐，戴胜芊生草药肥，九锁山人归未归？
