和西湖竹枝词（元·李廷臣）　　押灰韵	杨花飞尽荷花开，南人北人湖上来。荡舟自唱黄陵①曲，载得山头月子回。
句（元·李廷臣）　　押东韵	湛露仙盘白，朝阳虎殿红。诏起西河上，旌随斗柄东。西北干戈定，东南杼柚空①。
