绝句（元·三茅吴真人）　　七言绝句　押麻韵	深深门巷老翁家，自洗铜瓶浸杏花。唤起承平当日梦，令人转忆旧京华。
柳杏（元·三茅吴真人）　　七言绝句　押先韵	岸曲纷纷已弄烟，园林点点欲争然。何人折取归深院，两样风光在眼前。
